Brand;Model;Variant;Price;FuelType;BodyType;Doors;Seats;Transmission
;Mercedes-Benz Gla-Class;200 Sport;Rs. 34,38,000;Petrol;SUV;5;5;Automatic
;Mercedes-Benz Gla-Class;200 D Style;Rs. 32,33,000;Diesel;SUV;5;5;Automatic
;Mercedes-Benz Gla-Class;200 D Sport;Rs. 35,64,000;Diesel;SUV;5;5;Automatic
;Mercedes-Benz Gla-Class;45 Amg 4Matic;Rs. 77,84,944;Petrol;SUV;5;5;Automatic
;Mercedes-Benz Gla-Class;220 D 4Matic;Rs. 38,64,000;Diesel;SUV;5;5;Automatic
;Mercedes-Benz Gla-Class;45 Aero Edition;Rs. 80,67,000;Petrol;SUV;5;5;Automatic
Honda;Accord Hybrid;2.0 At;Rs. 43,21,237;Hybrid;Sedan;4;5;Automatic
Bmw;5-Series;520D Luxury Line;Rs. 59,30,000;Diesel;Sedan;4;5;Automatic
Bmw;5-Series;530D M Sport;Rs. 66,80,000;Diesel;Sedan;4;5;Automatic
Bmw;5-Series;530I M Sport;Rs. 59,80,000;Petrol;Sedan;4;5;Automatic
Bmw;6-Series;630D Gt Luxury Line;Rs. 68,90,000;Diesel;Sedan;4;4;Automatic
Bmw;6-Series;630D Gt M Sport;Rs. 74,50,000;Diesel;Sedan;4;4;Automatic
Bmw;6-Series;630I Gt Luxury Line;Rs. 64,40,000;Petrol;Coupe;2;4;Automatic
Bmw;6-Series;620D Gt Luxury Line;Rs. 64,40,000;Diesel;Sedan;4;4;Automatic
Porsche;Macan;S;Rs. 85,03,000;Petrol;SUV;5;5;Automatic
Porsche;Macan;Base;Rs. 69,98,000;Petrol;SUV;5;5;Automatic
Jaguar;F-Type;5.0 Convertible R;Rs. 2,36,59,454;Petrol;Convertible;4;;Automatic
Jaguar;F-Type;5.0 Coupe R;Rs. 2,21,55,390;Petrol;Coupe;2;2;Automatic
Jaguar;F-Type;Svr Coupe;Rs. 2,65,01,830;Petrol;Coupe;2;2;Automatic
Jaguar;F-Type;Svr Convertible;Rs. 2,80,04,965;Petrol;Convertible;2;2;Automatic
Jaguar;F-Type;2.0L Coupe;Rs. 90,92,578;Petrol;Coupe;2;2;Automatic
Jaguar;F-Type;2.0L Convertible;Rs. 1,01,44,987;Petrol;Convertible;2;2;Automatic
Jaguar;F-Type;2.0 Convertible R Dynamic;Rs. 1,04,19,200;Petrol;Convertible;2;2;Automatic
Jaguar;F-Type;2.0 Coupe R Dynamic;Rs. 93,66,433;Petrol;Coupe;2;2;Automatic
Bmw;M5;Competition;Rs. 1,54,90,000;Petrol;Sedan;4;4;Automatic
Lexus;Lx 570;V8;Rs. 2,32,90,000;Diesel;SUV;4;7;Automatic
Ferrari;458 Spider;V8;Rs. 4,33,67,500;Petrol;Coupe, Convertible;2;2;Automatic
Maruti Suzuki R;Wagon;Vxi;Rs. 4,79,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;Vxi Ags;Rs. 5,26,000;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki R;Wagon;1.2L Zxi;Rs. 5,48,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;Lxi;Rs. 4,34,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;1.2L Vxi;Rs. 5,13,501;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;1.2L Vxi Ags;Rs. 5,60,500;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki R;Wagon;1.2L Zxi Ags;Rs. 5,94,800;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki R;Wagon;Lxi (O);Rs. 4,41,000;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;Vxi (O);Rs. 4,86,001;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;1.2L Vxi (O);Rs. 5,20,500;Petrol;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;1.2L Vxi Ags (O);Rs. 5,67,500;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki R;Wagon;Vxi Ags (O);Rs. 5,33,000;Petrol;Hatchback;5;5;Automatic
Maruti Suzuki R;Wagon;Lxi Cng;Rs. 5,00,500;CNG;Hatchback;5;5;Manual
Maruti Suzuki R;Wagon;Lxi (O) Cng;Rs. 5,07,500;CNG;Hatchback;5;5;Manual
Tata;Tiago Nrg;1.2L Revotron;Rs. 5,94,993;Petrol;Crossover;5;5;Manual
Tata;Tiago Nrg;1.05L Revotorq;Rs. 6,89,993;Diesel;Crossover;5;5;Manual
Tata;Tiago Nrg;1.2L Revotron Amt;Rs. 6,39,993;Petrol;Crossover;5;5;AMT
Mahindra;Nuvosport;N4;Rs. 7,97,802;Diesel;SUV;5;7;Manual
Mahindra;Nuvosport;N6;Rs. 9,05,642;Diesel;SUV;5;7;Manual
Mahindra;Nuvosport;N8;Rs. 9,84,818;Diesel;SUV;5;7;Manual
Mahindra;Nuvosport;N4 +;Rs. 8,32,415;Diesel;SUV;5;7;Manual
Mahindra;Nuvosport;N6 Amt;Rs. 9,72,359;Diesel;SUV;5;7;Automatic
Mahindra;Nuvosport;N8 Amt;Rs. 10,48,603;Diesel;SUV;5;7;Automatic
Nissan;Kicks;Xl Petrol;Rs. 9,55,000;Petrol;SUV;5;5;Manual
Nissan;Kicks;Xv Petrol;Rs. 10,95,000;Petrol;SUV;5;5;Manual
Nissan;Kicks;Xl Diesel;Rs. 11,09,000;Diesel;SUV;5;5;Manual
Nissan;Kicks;Xv Diesel;Rs. 12,51,000;Diesel;SUV;5;5;Manual
Nissan;Kicks;Xv Premium;Rs. 13,69,000;Diesel;SUV;5;5;Manual
Nissan;Kicks;Xv Premium (O);Rs. 14,65,000;Diesel;SUV;5;5;Manual
Nissan;Kicks;Xv Premium (O) Dual Tone;Rs. 14,65,000;Diesel;SUV;5;5;Manual
Nissan;Kicks;Xe Diesel;Rs. 9,89,000;Diesel;SUV;5;5;Manual
Tata;Winger;15S;Rs. 12,05,000;Diesel;MUV;5;16;Manual
Hyundai;Kona Electric;Premium;Rs. 23,71,858;Electric;SUV;5;4;Automatic
Toyota;Camry;Hybrid;Rs. 37,88,000;Hybrid;Sedan;4;5;Automatic
Audi;A5;Sportback;Rs. 60,61,200;Diesel;Sedan;4;5;Automatic
Land Rover;Discovery;3.0 Hse Diesel;Rs. 1,02,05,494;Diesel;SUV;5;7;Automatic
Land Rover;Discovery;3.0 Se Diesel;Rs. 96,89,321;Diesel;SUV;5;7;Automatic
Land Rover;Discovery;3.0 Hse Petrol;Rs. 84,33,741;Petrol;SUV;5;7;Automatic
Land Rover;Discovery;3.0 Se Petrol;Rs. 80,77,550;Petrol;SUV;5;7;Automatic
Land Rover;Discovery;3.0 S Diesel;Rs. 88,77,094;Diesel;SUV;5;7;Automatic
Land Rover;Discovery;3.0 S Petrol;Rs. 76,93,664;Petrol;SUV;5;7;Automatic
Land Rover;Discovery;3.0 Hse Luxury Diesel;Rs. 1,08,61,088;Diesel;SUV;5;7;Automatic
Land Rover;Discovery;3.0 Hse Luxury Petrol;Rs. 89,37,846;Petrol;SUV;5;7;Automatic
Lexus;Ls 500H;Luxury;Rs. 1,82,21,000;Hybrid;SUV;4;5;Automatic
Lexus;Ls 500H;Ultra Luxury;Rs. 1,87,36,000;Hybrid;SUV;4;5;Automatic
Lexus;Ls 500H;Distinct;Rs. 1,93,71,000;Hybrid;SUV;4;5;Automatic
;Rolls-Royce Phantom;Sedan;Rs. 9,50,00,000;Petrol;Sedan;4;5;Automatic
;Rolls-Royce Phantom;Ewb;Rs. 7,54,00,000;Petrol;Sedan;4;5;Automatic
Fiat;Punto Evo;Dynamic 1.2;Rs. 5,35,562;Petrol;Hatchback;5;5;Manual
Fiat;Punto Evo;Active Multijet 1.3;Rs. 6,31,292;Diesel;Hatchback;5;5;Manual
Fiat;Punto Evo;Dynamic Multijet 1.3;Rs. 6,92,655;Diesel;Hatchback;5;5;Manual
Fiat;Punto Evo;Emotion Multijet 1.3;Rs. 7,47,774;Diesel;Hatchback;5;5;Manual
Toyota;Yaris;J;Rs. 9,40,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;G;Rs. 10,55,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;V;Rs. 11,74,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;Vx Cvt;Rs. 14,18,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;G Cvt;Rs. 11,75,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;J Cvt;Rs. 10,10,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;V Cvt;Rs. 12,94,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;Vx;Rs. 12,96,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;V (O);Rs. 11,97,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;J (O);Rs. 8,76,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;G (O);Rs. 9,74,000;Petrol;Sedan;4;5;Manual
Toyota;Yaris;J (O) Cvt;Rs. 9,35,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;G (O) Cvt;Rs. 10,83,000;Petrol;Sedan;4;5;Automatic
Toyota;Yaris;V (O) Cvt;Rs. 13,17,000;Petrol;Sedan;4;5;Automatic
Skoda;Octavia;Ambition 1.4 Tsi;Rs. 15,99,599;Petrol;Sedan;4;5;Manual
Skoda;Octavia;Ambition 2.0 Tdi Cr;Rs. 17,99,599;Diesel;Sedan;4;5;Manual
Skoda;Octavia;Style 1.4 Tsi;Rs. 18,99,599;Petrol;Sedan;4;5;Manual
Skoda;Octavia;Style 1.8 Tsi At;Rs. 20,59,599;Petrol;Sedan;4;5;Automatic
Skoda;Octavia;Style 2.0 Tdi Cr;Rs. 20,79,599;Diesel;Sedan;4;5;Manual
Skoda;Octavia;Style 2.0 Tdi Cr At;Rs. 22,99,599;Diesel;Sedan;4;5;Automatic
Skoda;Octavia;L & K 1.8 Tsi At;Rs. 23,59,599;Petrol;Sedan;4;5;Automatic
Skoda;Octavia;L & K 2.0 Tdi Cr At;Rs. 23,59,599;Diesel;Sedan;4;5;Automatic
Skoda;Octavia;Corporate Edition 1.4 Tsi;Rs. 15,49,000;Petrol;Sedan;4;5;Manual
Skoda;Octavia;Corporate Edition 2.0 Tdi;Rs. 16,99,000;Diesel;Sedan;4;5;Manual
Skoda;Octavia;Onyx 1.8 Tsi Dsg;Rs. 19,99,599;Petrol;Sedan;4;5;Automatic
Skoda;Octavia;Onyx 2.0 Tdi Dsg;Rs. 21,99,599;Diesel;Sedan;4;5;Automatic
;Mercedes-Benz Glc;200 Progressive;Rs. 52,75,000;Petrol;SUV;5;5;Automatic
;Mercedes-Benz Glc;220D 4Matic Progressive;Rs. 57,75,000;Diesel;SUV;5;5;Automatic
Porsche;Cayenne Coupe;Base;Rs. 1,31,51,000;Petrol;;;;Automatic
Porsche;Cayenne Coupe;Turbo;Rs. 1,97,63,000;Petrol;;;;Automatic
Mahindra;Verito;1.5 D2;Rs. 7,48,370;Diesel;Sedan;4;5;Manual
Mahindra;Verito;1.5 D4 Bs-Iv;Rs. 7,72,617;Diesel;Sedan;4;5;Manual
Mahindra;Verito;1.5 D6 Bs-Iv;Rs. 8,45,154;Diesel;Sedan;4;5;Manual
Mitsubishi;Pajero Sport;2.5 Mt;Rs. 29,03,750;Diesel;SUV;5;7;Manual
Mitsubishi;Pajero Sport;2.5 At;Rs. 28,35,500;Diesel;SUV;5;7;Automatic
Mitsubishi;Pajero Sport;Limited Edition;Rs. 29,53,240;Diesel;SUV;5;7;Manual
Mitsubishi;Pajero Sport;Select Plus Mt;Rs. 29,92,800;Diesel;SUV;5;7;Manual
Mitsubishi;Pajero Sport;Select Plus At;Rs. 29,52,500;Diesel;SUV;5;7;Automatic
Bentley;Flying Spur;V8;Rs. 3,41,67,064;Petrol;Sedan;4;4;Automatic
Bentley;Flying Spur;W12;Rs. 3,93,82,083;Petrol;Sedan;4;4;Automatic
Honda;City;Sv Mt Petrol;Rs. 9,91,000;Petrol;Sedan;4;5;Manual
Honda;City;V Mt Petrol;Rs. 10,65,900;Petrol;Sedan;4;5;Manual
Honda;City;Vx Mt Petrol;Rs. 11,82,000;Petrol;Sedan;4;5;Manual
Honda;City;Vx Cvt Petrol;Rs. 13,12,000;Petrol;Sedan;4;5;Automatic
Honda;City;Sv Mt Diesel;Rs. 11,11,000;Diesel;Sedan;4;5;Manual
Honda;City;V Mt Diesel;Rs. 11,91,000;Diesel;Sedan;4;5;Manual
Honda;City;Vx Mt Diesel;Rs. 13,02,000;Diesel;Sedan;4;5;Manual
Honda;City;Zx Mt Diesel;Rs. 14,21,000;Diesel;Sedan;4;5;Manual
Honda;City;Zx Cvt Petrol;Rs. 14,31,000;Petrol;Sedan;4;5;Automatic
Honda;City;V Cvt Petrol;Rs. 12,01,000;Petrol;Sedan;4;5;Automatic
Mitsubishi;Montero;3.2 At;Rs. 68,62,560;Diesel;SUV;5;7;Automatic
